method,risk_budget,seed,rows,success,ci95_success,credit_f1,ci95_credit_f1,delayed_blame_f1,ci95_delayed_blame_f1,false_credit,ci95_false_credit,missed_credit,ci95_missed_credit,irreversible_side_effect,ci95_irreversible_side_effect,wasted_action_rate,ci95_wasted_action_rate,early_correction,ci95_early_correction,correction_latency,ci95_correction_latency,ece,ci95_ece,regret,ci95_regret,utility,ci95_utility,covered,ci95_covered
object_state_change_attribution,0.24000,9,576,0.00000,0.00000,0.03472,0.01496,0.03993,0.01600,0.00000,0.00000,0.05191,0.01546,0.00000,0.00000,0.00000,0.00000,0.09028,0.02342,0.09289,0.02415,0.00699,0.00186,0.02752,0.00716,-0.03831,0.01046,0.09028,0.02342
object_state_change_attribution,0.30000,0,576,0.10243,0.02478,0.09722,0.02422,0.09722,0.02422,0.01215,0.00896,0.07144,0.01915,0.00347,0.00481,0.02431,0.01259,0.13542,0.02797,0.18860,0.02844,0.01525,0.00234,0.06789,0.00994,0.01343,0.02366,0.23958,0.03489
object_state_change_attribution,0.30000,1,576,0.09375,0.02382,0.10590,0.02515,0.08507,0.02280,0.02083,0.01167,0.09583,0.02224,0.00521,0.00588,0.01910,0.01119,0.14236,0.02856,0.19217,0.02910,0.01567,0.00243,0.06849,0.01009,-0.00892,0.02254,0.23785,0.03480
object_state_change_attribution,0.30000,2,576,0.09549,0.02402,0.09201,0.02363,0.09896,0.02441,0.02083,0.01167,0.09835,0.02213,0.01389,0.00957,0.02083,0.01167,0.14931,0.02913,0.20895,0.03007,0.01670,0.00244,0.07395,0.01034,-0.02187,0.02336,0.25694,0.03572
object_state_change_attribution,0.30000,3,576,0.10243,0.02478,0.08681,0.02301,0.08507,0.02280,0.01042,0.00830,0.08064,0.02059,0.00174,0.00340,0.02083,0.01167,0.11979,0.02654,0.17209,0.02741,0.01346,0.00218,0.06240,0.00969,0.01750,0.02098,0.21875,0.03379
object_state_change_attribution,0.30000,4,576,0.11111,0.02569,0.11285,0.02586,0.09549,0.02402,0.01736,0.01068,0.09245,0.02164,0.00694,0.00679,0.02604,0.01302,0.13889,0.02827,0.20195,0.02933,0.01595,0.00234,0.07179,0.01012,0.00353,0.02539,0.25347,0.03556
object_state_change_attribution,0.30000,5,576,0.09201,0.02363,0.09549,0.02402,0.09896,0.02441,0.01215,0.00896,0.07908,0.01999,0.00694,0.00679,0.01042,0.00830,0.13368,0.02782,0.19752,0.02917,0.01557,0.00233,0.06984,0.01004,0.00306,0.02362,0.24653,0.03523
object_state_change_attribution,0.30000,6,576,0.09549,0.02402,0.11979,0.02654,0.11979,0.02654,0.02604,0.01302,0.10321,0.02223,0.01042,0.00830,0.03299,0.01460,0.17535,0.03108,0.23248,0.03124,0.01860,0.00252,0.08197,0.01068,-0.03437,0.02579,0.28472,0.03689
object_state_change_attribution,0.30000,7,576,0.08854,0.02322,0.11979,0.02654,0.09722,0.02422,0.02083,0.01167,0.08316,0.02049,0.00694,0.00679,0.02431,0.01259,0.14410,0.02871,0.20775,0.03009,0.01614,0.00238,0.07268,0.01020,-0.01669,0.02433,0.25521,0.03564
object_state_change_attribution,0.30000,8,576,0.09896,0.02441,0.07986,0.02216,0.07812,0.02194,0.01910,0.01119,0.09106,0.02195,0.00521,0.00588,0.02257,0.01214,0.11458,0.02603,0.17609,0.02757,0.01383,0.00219,0.06355,0.00971,-0.00014,0.02143,0.22396,0.03408
object_state_change_attribution,0.30000,9,576,0.11806,0.02637,0.09549,0.02402,0.09028,0.02342,0.00868,0.00758,0.07969,0.02001,0.01042,0.00830,0.02951,0.01383,0.15451,0.02954,0.19976,0.02911,0.01602,0.00238,0.07164,0.01015,0.01440,0.02654,0.25174,0.03547
object_state_change_attribution,0.36000,0,576,0.35938,0.03922,0.28646,0.03695,0.25000,0.03539,0.08507,0.02280,0.18958,0.03154,0.03819,0.01567,0.06771,0.02054,0.26736,0.03618,0.48244,0.02900,0.04658,0.00289,0.19521,0.01148,0.06605,0.04296,0.66319,0.03863
object_state_change_attribution,0.36000,1,576,0.38368,0.03975,0.26736,0.03618,0.23090,0.03445,0.07812,0.02194,0.20295,0.03231,0.03993,0.01600,0.09028,0.02342,0.24826,0.03531,0.47186,0.02899,0.04539,0.00289,0.19135,0.01157,0.07410,0.04085,0.65104,0.03896
object_state_change_attribution,0.36000,2,576,0.37847,0.03964,0.26042,0.03587,0.23264,0.03454,0.07292,0.02125,0.18490,0.03131,0.03299,0.01460,0.07986,0.02216,0.22049,0.03389,0.46749,0.02906,0.04486,0.00287,0.19003,0.01160,0.09388,0.04210,0.64583,0.03909
object_state_change_attribution,0.36000,3,576,0.39583,0.03997,0.26215,0.03595,0.24306,0.03506,0.05556,0.01872,0.19714,0.03199,0.03125,0.01422,0.08507,0.02280,0.25868,0.03579,0.49023,0.02874,0.04744,0.00287,0.19960,0.01147,0.10894,0.04381,0.67361,0.03833
object_state_change_attribution,0.36000,4,576,0.41146,0.04022,0.26389,0.03603,0.22569,0.03417,0.07118,0.02102,0.20868,0.03274,0.03472,0.01496,0.09722,0.02422,0.23958,0.03489,0.48853,0.02910,0.04682,0.00287,0.19730,0.01147,0.10124,0.04168,0.66840,0.03848
object_state_change_attribution,0.36000,5,576,0.35938,0.03922,0.23438,0.03462,0.25694,0.03572,0.06250,0.01979,0.19210,0.03141,0.03299,0.01460,0.07986,0.02216,0.23611,0.03471,0.48411,0.02910,0.04670,0.00291,0.19615,0.01154,0.07374,0.04081,0.66319,0.03863
object_state_change_attribution,0.36000,6,576,0.39062,0.03988,0.26562,0.03610,0.25694,0.03572,0.07812,0.02194,0.22899,0.03380,0.02604,0.01302,0.08681,0.02301,0.25347,0.03556,0.48938,0.02925,0.04704,0.00289,0.19633,0.01141,0.08440,0.04165,0.66840,0.03848
object_state_change_attribution,0.36000,7,576,0.39062,0.03988,0.24479,0.03514,0.25000,0.03539,0.06771,0.02054,0.22378,0.03352,0.03299,0.01460,0.07639,0.02171,0.24479,0.03514,0.47473,0.02890,0.04573,0.00290,0.19281,0.01156,0.09302,0.04319,0.65451,0.03887
object_state_change_attribution,0.36000,8,576,0.40625,0.04014,0.24306,0.03506,0.25000,0.03539,0.06597,0.02029,0.16701,0.02996,0.02431,0.01259,0.10590,0.02515,0.22917,0.03435,0.48603,0.02879,0.04663,0.00285,0.19724,0.01147,0.12253,0.04273,0.66840,0.03848
object_state_change_attribution,0.36000,9,576,0.38889,0.03985,0.28472,0.03689,0.23958,0.03489,0.06771,0.02054,0.18003,0.03047,0.03993,0.01600,0.09028,0.02342,0.26562,0.03610,0.48117,0.02913,0.04621,0.00289,0.19410,0.01150,0.09228,0.04078,0.65972,0.03873
oracle_event_credit_labels,0.18000,0,576,0.92014,0.02216,0.68924,0.03783,0.67708,0.03822,0.00174,0.00340,0.11285,0.02586,0.00521,0.00588,0.00347,0.00481,0.57812,0.04037,0.46767,0.00622,0.00200,0.00000,0.00000,0.00000,0.78004,0.02510,1.00000,0.00000
oracle_event_credit_labels,0.18000,1,576,0.92014,0.02216,0.64757,0.03905,0.69792,0.03753,0.00000,0.00000,0.10243,0.02478,0.00174,0.00340,0.00174,0.00340,0.57465,0.04041,0.46747,0.00626,0.00200,0.00000,0.00000,0.00000,0.79018,0.02585,1.00000,0.00000
oracle_event_credit_labels,0.18000,2,576,0.94097,0.01926,0.61979,0.03968,0.63368,0.03938,0.00174,0.00340,0.10069,0.02460,0.00000,0.00000,0.00174,0.00340,0.53299,0.04078,0.46683,0.00624,0.00200,0.00001,0.00000,0.00000,0.81292,0.02206,1.00000,0.00000
oracle_event_credit_labels,0.18000,3,576,0.93924,0.01953,0.62674,0.03953,0.69271,0.03771,0.00174,0.00340,0.11111,0.02569,0.00000,0.00000,0.00000,0.00000,0.59028,0.04020,0.46713,0.00627,0.00200,0.00000,0.00000,0.00000,0.80783,0.02215,1.00000,0.00000
oracle_event_credit_labels,0.18000,4,576,0.92882,0.02102,0.64583,0.03909,0.62326,0.03961,0.00347,0.00481,0.14062,0.02841,0.00000,0.00000,0.00000,0.00000,0.52431,0.04082,0.46750,0.00623,0.00200,0.00000,0.00000,0.00000,0.78413,0.02410,1.00000,0.00000
oracle_event_credit_labels,0.18000,5,576,0.93229,0.02054,0.65451,0.03887,0.67361,0.03833,0.00174,0.00340,0.10938,0.02551,0.00174,0.00340,0.00521,0.00588,0.52431,0.04082,0.46754,0.00615,0.00200,0.00000,0.00000,0.00000,0.79642,0.02374,1.00000,0.00000
oracle_event_credit_labels,0.18000,6,576,0.93403,0.02029,0.63021,0.03946,0.67014,0.03843,0.00174,0.00340,0.11979,0.02654,0.00000,0.00000,0.00000,0.00000,0.55382,0.04063,0.46683,0.00622,0.00200,0.00000,0.00000,0.00000,0.79903,0.02350,1.00000,0.00000
oracle_event_credit_labels,0.18000,7,576,0.93403,0.02029,0.64583,0.03909,0.69444,0.03765,0.00174,0.00340,0.10764,0.02533,0.00521,0.00588,0.00000,0.00000,0.58333,0.04030,0.46718,0.00621,0.00200,0.00000,0.00000,0.00000,0.79835,0.02324,1.00000,0.00000
oracle_event_credit_labels,0.18000,8,576,0.94271,0.01900,0.62847,0.03950,0.62674,0.03953,0.00347,0.00481,0.09028,0.02342,0.00347,0.00481,0.00347,0.00481,0.57812,0.04037,0.46710,0.00621,0.00200,0.00000,0.00000,0.00000,0.81326,0.02166,1.00000,0.00000
oracle_event_credit_labels,0.18000,9,576,0.92188,0.02194,0.63715,0.03930,0.66319,0.03863,0.00174,0.00340,0.10417,0.02497,0.00347,0.00481,0.00347,0.00481,0.56250,0.04055,0.46830,0.00628,0.00200,0.00000,0.00000,0.00000,0.78723,0.02470,1.00000,0.00000
oracle_event_credit_labels,0.24000,0,576,0.95660,0.01666,0.62326,0.03961,0.66667,0.03853,0.00174,0.00340,0.11458,0.02603,0.00000,0.00000,0.00174,0.00340,0.55382,0.04063,0.46701,0.00620,0.00200,0.00000,0.00000,0.00000,0.82268,0.02013,1.00000,0.00000
oracle_event_credit_labels,0.24000,1,576,0.92882,0.02102,0.65625,0.03882,0.67188,0.03838,0.00000,0.00000,0.10764,0.02533,0.00174,0.00340,0.00347,0.00481,0.59549,0.04012,0.46677,0.00625,0.00200,0.00000,0.00000,0.00000,0.79571,0.02386,1.00000,0.00000
oracle_event_credit_labels,0.24000,2,576,0.93056,0.02078,0.64583,0.03909,0.64583,0.03909,0.00521,0.00588,0.11458,0.02603,0.00174,0.00340,0.00174,0.00340,0.53472,0.04077,0.46878,0.00626,0.00200,0.00000,0.00000,0.00000,0.79278,0.02427,1.00000,0.00000
oracle_event_credit_labels,0.24000,3,576,0.93924,0.01953,0.65278,0.03891,0.69097,0.03777,0.00000,0.00000,0.10417,0.02497,0.00174,0.00340,0.00000,0.00000,0.54861,0.04068,0.46741,0.00619,0.00200,0.00000,0.00000,0.00000,0.80963,0.02205,1.00000,0.00000
oracle_event_credit_labels,0.24000,4,576,0.94097,0.01926,0.68403,0.03800,0.67708,0.03822,0.00174,0.00340,0.10243,0.02478,0.00347,0.00481,0.00174,0.00340,0.56944,0.04047,0.46713,0.00617,0.00200,0.00000,0.00000,0.00000,0.80832,0.02268,1.00000,0.00000
oracle_event_credit_labels,0.24000,5,576,0.94792,0.01816,0.65278,0.03891,0.67708,0.03822,0.00347,0.00481,0.10417,0.02497,0.00174,0.00340,0.00347,0.00481,0.52951,0.04080,0.46795,0.00626,0.00200,0.00000,0.00000,0.00000,0.81441,0.02180,1.00000,0.00000
oracle_event_credit_labels,0.24000,6,576,0.93229,0.02054,0.63194,0.03942,0.68750,0.03789,0.00174,0.00340,0.10243,0.02478,0.00000,0.00000,0.00000,0.00000,0.57292,0.04043,0.46688,0.00624,0.00200,0.00001,0.00000,0.00000,0.80458,0.02302,1.00000,0.00000
oracle_event_credit_labels,0.24000,7,576,0.94444,0.01872,0.60069,0.04003,0.69618,0.03759,0.00174,0.00340,0.09722,0.02422,0.00347,0.00481,0.00347,0.00481,0.52778,0.04081,0.46845,0.00616,0.00200,0.00000,0.00000,0.00000,0.81269,0.02215,1.00000,0.00000
oracle_event_credit_labels,0.24000,8,576,0.93576,0.02004,0.66493,0.03858,0.65799,0.03878,0.00174,0.00340,0.12153,0.02671,0.00174,0.00340,0.00347,0.00481,0.55035,0.04066,0.46712,0.00619,0.00200,0.00001,0.00000,0.00000,0.79593,0.02280,1.00000,0.00000
oracle_event_credit_labels,0.24000,9,576,0.93576,0.02004,0.64236,0.03918,0.67708,0.03822,0.00000,0.00000,0.10764,0.02533,0.00000,0.00000,0.00174,0.00340,0.55903,0.04058,0.46773,0.00620,0.00200,0.00000,0.00000,0.00000,0.80548,0.02302,1.00000,0.00000
oracle_event_credit_labels,0.30000,0,576,0.92708,0.02125,0.64410,0.03913,0.65278,0.03891,0.00000,0.00000,0.11285,0.02586,0.00347,0.00481,0.00521,0.00588,0.57986,0.04034,0.46693,0.00623,0.00200,0.00000,0.00000,0.00000,0.78877,0.02408,1.00000,0.00000
oracle_event_credit_labels,0.30000,1,576,0.93750,0.01979,0.63889,0.03926,0.65972,0.03873,0.00000,0.00000,0.11806,0.02637,0.00347,0.00481,0.00174,0.00340,0.56944,0.04047,0.46703,0.00623,0.00200,0.00000,0.00000,0.00000,0.79914,0.02361,1.00000,0.00000
oracle_event_credit_labels,0.30000,2,576,0.94618,0.01845,0.65104,0.03896,0.67535,0.03827,0.00521,0.00588,0.10590,0.02515,0.00347,0.00481,0.00521,0.00588,0.55208,0.04065,0.46747,0.00624,0.00200,0.00000,0.00000,0.00000,0.80820,0.02184,1.00000,0.00000
oracle_event_credit_labels,0.30000,3,576,0.92535,0.02148,0.69444,0.03765,0.69792,0.03753,0.00694,0.00679,0.10243,0.02478,0.00174,0.00340,0.00174,0.00340,0.58681,0.04025,0.46746,0.00626,0.00200,0.00000,0.00000,0.00000,0.79205,0.02438,1.00000,0.00000
oracle_event_credit_labels,0.30000,4,576,0.94444,0.01872,0.63889,0.03926,0.68750,0.03789,0.00521,0.00588,0.09722,0.02422,0.00000,0.00000,0.00347,0.00481,0.55208,0.04065,0.46743,0.00620,0.00200,0.00000,0.00000,0.00000,0.81501,0.02128,1.00000,0.00000
oracle_event_credit_labels,0.30000,5,576,0.92708,0.02125,0.66493,0.03858,0.68576,0.03794,0.00000,0.00000,0.10243,0.02478,0.00174,0.00340,0.00347,0.00481,0.57118,0.04045,0.46698,0.00622,0.00200,0.00000,0.00000,0.00000,0.79612,0.02443,1.00000,0.00000
oracle_event_credit_labels,0.30000,6,576,0.91493,0.02280,0.60590,0.03994,0.68056,0.03811,0.00174,0.00340,0.11632,0.02621,0.00000,0.00000,0.00174,0.00340,0.55208,0.04065,0.46789,0.00620,0.00200,0.00000,0.00000,0.00000,0.78014,0.02469,1.00000,0.00000
oracle_event_credit_labels,0.30000,7,576,0.92014,0.02216,0.65799,0.03878,0.65625,0.03882,0.00347,0.00481,0.11458,0.02603,0.00174,0.00340,0.00000,0.00000,0.53125,0.04079,0.46783,0.00621,0.00200,0.00000,0.00000,0.00000,0.78442,0.02485,1.00000,0.00000
oracle_event_credit_labels,0.30000,8,576,0.93924,0.01953,0.68403,0.03800,0.65972,0.03873,0.00000,0.00000,0.12500,0.02703,0.00000,0.00000,0.00694,0.00679,0.53125,0.04079,0.46741,0.00628,0.00200,0.00001,0.00000,0.00000,0.79848,0.02235,1.00000,0.00000
oracle_event_credit_labels,0.30000,9,576,0.93576,0.02004,0.67014,0.03843,0.64236,0.03918,0.00000,0.00000,0.10243,0.02478,0.00174,0.00340,0.00347,0.00481,0.54688,0.04069,0.46799,0.00621,0.00200,0.00000,0.00000,0.00000,0.80464,0.02291,1.00000,0.00000
oracle_event_credit_labels,0.36000,0,576,0.92188,0.02194,0.65799,0.03878,0.70139,0.03741,0.00000,0.00000,0.10590,0.02515,0.00174,0.00340,0.00174,0.00340,0.56424,0.04053,0.46749,0.00624,0.00200,0.00000,0.00000,0.00000,0.79045,0.02567,1.00000,0.00000
oracle_event_credit_labels,0.36000,1,576,0.93924,0.01953,0.64410,0.03913,0.65104,0.03896,0.00521,0.00588,0.09549,0.02402,0.00000,0.00000,0.00000,0.00000,0.53125,0.04079,0.46669,0.00623,0.00200,0.00001,0.00000,0.00000,0.81280,0.02214,1.00000,0.00000
oracle_event_credit_labels,0.36000,2,576,0.93576,0.02004,0.60590,0.03994,0.69618,0.03759,0.00347,0.00481,0.10590,0.02515,0.00000,0.00000,0.00174,0.00340,0.58681,0.04025,0.46707,0.00623,0.00200,0.00000,0.00000,0.00000,0.80465,0.02267,1.00000,0.00000
oracle_event_credit_labels,0.36000,3,576,0.94271,0.01900,0.63021,0.03946,0.61632,0.03975,0.00174,0.00340,0.14757,0.02899,0.00000,0.00000,0.00000,0.00000,0.54167,0.04073,0.46734,0.00623,0.00200,0.00000,0.00000,0.00000,0.79596,0.02268,1.00000,0.00000
oracle_event_credit_labels,0.36000,4,576,0.93403,0.02029,0.65278,0.03891,0.68229,0.03806,0.00174,0.00340,0.11285,0.02586,0.00174,0.00340,0.00347,0.00481,0.54340,0.04071,0.46772,0.00622,0.00200,0.00000,0.00000,0.00000,0.79774,0.02375,1.00000,0.00000
oracle_event_credit_labels,0.36000,5,576,0.93750,0.01979,0.63542,0.03934,0.65278,0.03891,0.00000,0.00000,0.11979,0.02654,0.00000,0.00000,0.00174,0.00340,0.56076,0.04057,0.46718,0.00622,0.00200,0.00000,0.00000,0.00000,0.80220,0.02316,1.00000,0.00000
oracle_event_credit_labels,0.36000,6,576,0.92708,0.02125,0.63194,0.03942,0.66146,0.03868,0.00174,0.00340,0.11285,0.02586,0.00347,0.00481,0.00000,0.00000,0.58333,0.04030,0.46731,0.00622,0.00200,0.00000,0.00000,0.00000,0.79111,0.02400,1.00000,0.00000
oracle_event_credit_labels,0.36000,7,576,0.94965,0.01787,0.62500,0.03957,0.62847,0.03950,0.00347,0.00481,0.09896,0.02441,0.00347,0.00481,0.00347,0.00481,0.55729,0.04060,0.46692,0.00625,0.00200,0.00000,0.00000,0.00000,0.81658,0.02072,1.00000,0.00000
oracle_event_credit_labels,0.36000,8,576,0.92882,0.02102,0.64583,0.03909,0.64757,0.03905,0.00174,0.00340,0.10590,0.02515,0.00174,0.00340,0.00347,0.00481,0.56250,0.04055,0.46789,0.00630,0.00200,0.00000,0.00000,0.00000,0.79542,0.02359,1.00000,0.00000
oracle_event_credit_labels,0.36000,9,576,0.93403,0.02029,0.63889,0.03926,0.70486,0.03728,0.00347,0.00481,0.08681,0.02301,0.00174,0.00340,0.00347,0.00481,0.55903,0.04058,0.46755,0.00625,0.00200,0.00000,0.00000,0.00000,0.80787,0.02342,1.00000,0.00000
proposed_reward_free_temporal_credit_v4,0.18000,0,576,0.32986,0.03843,0.30035,0.03747,0.29688,0.03734,0.01042,0.00830,0.14731,0.02654,0.00347,0.00481,0.02431,0.01259,0.31076,0.03783,0.36535,0.02762,0.02104,0.00181,0.10458,0.00748,0.17709,0.03823,0.57292,0.04043
proposed_reward_free_temporal_credit_v4,0.18000,1,576,0.36111,0.03926,0.27778,0.03661,0.32292,0.03822,0.01389,0.00957,0.14019,0.02518,0.00521,0.00588,0.04167,0.01633,0.36458,0.03934,0.40894,0.02824,0.02352,0.00186,0.11423,0.00736,0.18921,0.04046,0.62326,0.03961
proposed_reward_free_temporal_credit_v4,0.18000,2,576,0.35069,0.03900,0.30382,0.03759,0.27257,0.03640,0.01215,0.00896,0.14132,0.02533,0.00521,0.00588,0.02951,0.01383,0.34549,0.03887,0.39466,0.02805,0.02300,0.00187,0.11169,0.00744,0.18920,0.03887,0.60764,0.03991
proposed_reward_free_temporal_credit_v4,0.18000,3,576,0.34549,0.03887,0.27257,0.03640,0.31250,0.03789,0.01562,0.01014,0.13811,0.02560,0.00868,0.00758,0.02951,0.01383,0.34722,0.03891,0.37927,0.02755,0.02149,0.00177,0.10892,0.00746,0.18261,0.03810,0.59375,0.04014
proposed_reward_free_temporal_credit_v4,0.18000,4,576,0.33160,0.03848,0.30382,0.03759,0.28993,0.03709,0.01215,0.00896,0.14913,0.02656,0.00347,0.00481,0.03819,0.01567,0.30903,0.03777,0.38311,0.02738,0.02218,0.00184,0.10968,0.00741,0.16535,0.03821,0.60069,0.04003
proposed_reward_free_temporal_credit_v4,0.18000,5,576,0.35938,0.03922,0.30903,0.03777,0.32465,0.03827,0.01042,0.00830,0.13385,0.02450,0.01736,0.01068,0.02778,0.01343,0.36632,0.03938,0.39734,0.02786,0.02316,0.00184,0.11302,0.00742,0.18904,0.03914,0.61458,0.03978
proposed_reward_free_temporal_credit_v4,0.18000,6,576,0.34375,0.03882,0.30208,0.03753,0.28819,0.03702,0.01215,0.00896,0.13715,0.02515,0.00694,0.00679,0.02431,0.01259,0.34896,0.03896,0.39508,0.02767,0.02288,0.00183,0.11231,0.00740,0.18521,0.03798,0.61285,0.03981
proposed_reward_free_temporal_credit_v4,0.18000,7,576,0.34375,0.03882,0.29340,0.03722,0.31250,0.03789,0.02778,0.01343,0.12179,0.02419,0.01910,0.01119,0.04167,0.01633,0.31944,0.03811,0.37184,0.02773,0.02134,0.00180,0.10604,0.00744,0.16425,0.03895,0.58160,0.04032
proposed_reward_free_temporal_credit_v4,0.18000,8,576,0.33854,0.03868,0.30382,0.03759,0.32465,0.03827,0.01042,0.00830,0.14748,0.02626,0.00694,0.00679,0.03819,0.01567,0.34896,0.03896,0.38728,0.02795,0.02235,0.00184,0.10922,0.00740,0.16934,0.03799,0.59896,0.04006
proposed_reward_free_temporal_credit_v4,0.18000,9,576,0.32118,0.03817,0.32292,0.03822,0.30556,0.03765,0.00521,0.00588,0.15651,0.02646,0.00868,0.00758,0.04688,0.01728,0.39583,0.03997,0.40188,0.02825,0.02310,0.00185,0.11358,0.00745,0.14081,0.03929,0.61458,0.03978
proposed_reward_free_temporal_credit_v4,0.24000,0,576,0.70660,0.03722,0.46354,0.04076,0.48958,0.04086,0.04514,0.01697,0.21380,0.03316,0.02083,0.01167,0.06424,0.02004,0.46354,0.04076,0.56697,0.01409,0.04106,0.00164,0.17509,0.00396,0.42712,0.04375,0.93924,0.01953
proposed_reward_free_temporal_credit_v4,0.24000,1,576,0.70139,0.03741,0.51215,0.04086,0.47743,0.04083,0.03125,0.01422,0.19523,0.03211,0.02083,0.01167,0.05035,0.01787,0.43403,0.04051,0.55865,0.01423,0.04010,0.00164,0.17473,0.00422,0.44650,0.04319,0.93056,0.02078
proposed_reward_free_temporal_credit_v4,0.24000,2,576,0.68576,0.03794,0.46528,0.04077,0.47569,0.04082,0.04688,0.01728,0.20399,0.03253,0.02083,0.01167,0.07639,0.02171,0.41146,0.04022,0.56351,0.01475,0.04043,0.00164,0.17434,0.00417,0.40272,0.04192,0.93229,0.02054
proposed_reward_free_temporal_credit_v4,0.24000,3,576,0.68576,0.03794,0.46875,0.04079,0.48611,0.04085,0.05729,0.01900,0.19644,0.03211,0.01736,0.01068,0.07118,0.02102,0.41319,0.04025,0.56070,0.01443,0.04041,0.00162,0.17432,0.00414,0.40840,0.04289,0.93229,0.02054
proposed_reward_free_temporal_credit_v4,0.24000,4,576,0.66840,0.03848,0.48611,0.04085,0.47396,0.04081,0.05208,0.01816,0.18542,0.03143,0.03125,0.01422,0.06250,0.01979,0.40625,0.04014,0.56217,0.01435,0.04057,0.00165,0.17480,0.00410,0.38800,0.04435,0.93403,0.02029
proposed_reward_free_temporal_credit_v4,0.24000,5,576,0.66840,0.03848,0.48438,0.04085,0.48958,0.04086,0.04688,0.01728,0.18932,0.03190,0.01389,0.00957,0.07292,0.02125,0.40104,0.04006,0.55620,0.01406,0.04019,0.00164,0.17476,0.00421,0.40253,0.04282,0.93056,0.02078
proposed_reward_free_temporal_credit_v4,0.24000,6,576,0.68576,0.03794,0.48264,0.04084,0.49132,0.04086,0.04167,0.01633,0.19227,0.03201,0.01215,0.00896,0.06424,0.02004,0.40625,0.04014,0.54938,0.01477,0.03966,0.00166,0.17156,0.00443,0.42970,0.04239,0.92014,0.02216
proposed_reward_free_temporal_credit_v4,0.24000,7,576,0.68056,0.03811,0.44271,0.04060,0.47917,0.04083,0.04340,0.01666,0.20226,0.03243,0.01042,0.00830,0.07465,0.02148,0.40104,0.04006,0.55655,0.01485,0.03971,0.00165,0.17277,0.00430,0.41370,0.04173,0.92535,0.02148
proposed_reward_free_temporal_credit_v4,0.24000,8,576,0.68750,0.03789,0.45312,0.04069,0.46354,0.04076,0.03646,0.01532,0.19184,0.03177,0.02778,0.01343,0.08507,0.02280,0.42188,0.04037,0.56241,0.01408,0.04079,0.00166,0.17445,0.00403,0.40165,0.04418,0.93576,0.02004
proposed_reward_free_temporal_credit_v4,0.24000,9,576,0.68750,0.03789,0.44097,0.04058,0.47396,0.04081,0.02083,0.01167,0.20842,0.03308,0.01736,0.01068,0.06597,0.02029,0.43576,0.04053,0.55645,0.01401,0.04026,0.00164,0.17354,0.00419,0.42654,0.04311,0.93056,0.02078
proposed_reward_free_temporal_credit_v4,0.30000,0,576,0.73438,0.03610,0.48611,0.04085,0.50000,0.04087,0.05729,0.01900,0.19505,0.03235,0.01736,0.01068,0.09028,0.02342,0.44965,0.04066,0.59978,0.00748,0.04457,0.00152,0.18352,0.00208,0.43844,0.04437,0.99306,0.00679
proposed_reward_free_temporal_credit_v4,0.30000,1,576,0.75694,0.03506,0.47743,0.04083,0.47396,0.04081,0.04514,0.01697,0.24540,0.03514,0.00868,0.00758,0.09549,0.02402,0.44271,0.04060,0.60263,0.00709,0.04479,0.00151,0.18540,0.00195,0.45150,0.04308,0.99653,0.00481
proposed_reward_free_temporal_credit_v4,0.30000,2,576,0.74132,0.03579,0.47222,0.04081,0.52951,0.04080,0.05035,0.01787,0.22049,0.03389,0.02083,0.01167,0.08160,0.02238,0.40972,0.04020,0.60016,0.00709,0.04478,0.00153,0.18456,0.00198,0.43950,0.04338,0.99479,0.00588
proposed_reward_free_temporal_credit_v4,0.30000,3,576,0.73785,0.03595,0.45833,0.04073,0.49653,0.04087,0.06597,0.02029,0.20139,0.03278,0.01389,0.00957,0.08507,0.02280,0.42361,0.04039,0.60251,0.00699,0.04498,0.00148,0.18500,0.00194,0.44162,0.04220,0.99653,0.00481
proposed_reward_free_temporal_credit_v4,0.30000,4,576,0.77431,0.03417,0.51215,0.04086,0.48785,0.04086,0.04514,0.01697,0.20200,0.03278,0.02257,0.01214,0.07812,0.02194,0.39062,0.03988,0.60443,0.00669,0.04498,0.00152,0.18534,0.00181,0.48225,0.04281,0.99826,0.00340
proposed_reward_free_temporal_credit_v4,0.30000,5,576,0.71007,0.03709,0.50000,0.04087,0.53472,0.04077,0.04514,0.01697,0.19444,0.03235,0.02951,0.01383,0.08681,0.02301,0.41146,0.04022,0.60183,0.00682,0.04511,0.00152,0.18474,0.00196,0.40859,0.04461,0.99653,0.00481
proposed_reward_free_temporal_credit_v4,0.30000,6,576,0.74653,0.03556,0.54340,0.04071,0.51562,0.04085,0.04514,0.01697,0.20139,0.03278,0.01389,0.00957,0.07639,0.02171,0.43750,0.04055,0.59896,0.00734,0.04463,0.00152,0.18412,0.00214,0.46632,0.04196,0.99306,0.00679
proposed_reward_free_temporal_credit_v4,0.30000,7,576,0.75347,0.03523,0.47569,0.04082,0.48611,0.04085,0.05382,0.01845,0.20139,0.03278,0.02083,0.01167,0.09896,0.02441,0.44965,0.04066,0.60187,0.00745,0.04489,0.00150,0.18474,0.00207,0.44696,0.04370,0.99479,0.00588
proposed_reward_free_temporal_credit_v4,0.30000,8,576,0.73090,0.03625,0.50868,0.04086,0.53125,0.04079,0.05556,0.01872,0.19679,0.03246,0.01562,0.01014,0.09201,0.02363,0.44792,0.04065,0.59974,0.00755,0.04468,0.00151,0.18348,0.00207,0.43590,0.04433,0.99306,0.00679
