method,risk_budget,seed,rows,success,ci95_success,credit_f1,ci95_credit_f1,delayed_blame_f1,ci95_delayed_blame_f1,false_credit,ci95_false_credit,missed_credit,ci95_missed_credit,irreversible_side_effect,ci95_irreversible_side_effect,wasted_action_rate,ci95_wasted_action_rate,early_correction,ci95_early_correction,correction_latency,ci95_correction_latency,ece,ci95_ece,regret,ci95_regret,utility,ci95_utility,covered,ci95_covered
causal_event_graph_credit,0.24000,0,576,0.06597,0.02029,0.12326,0.02687,0.11632,0.02621,0.01215,0.00896,0.10069,0.02113,0.00347,0.00481,0.00521,0.00588,0.18229,0.03156,0.20960,0.03128,0.01307,0.00205,0.06211,0.00902,-0.02719,0.02103,0.24306,0.03506
causal_event_graph_credit,0.24000,1,576,0.05556,0.01872,0.09375,0.02382,0.07639,0.02171,0.00174,0.00340,0.07491,0.01827,0.00694,0.00679,0.00521,0.00588,0.14236,0.02856,0.16468,0.02862,0.01042,0.00191,0.04861,0.00822,-0.01747,0.02110,0.19097,0.03213
causal_event_graph_credit,0.24000,2,576,0.03993,0.01600,0.07812,0.02194,0.07465,0.02148,0.01042,0.00830,0.08646,0.02003,0.00347,0.00481,0.00347,0.00481,0.14583,0.02885,0.16933,0.02889,0.01039,0.00185,0.05028,0.00837,-0.03802,0.01824,0.19618,0.03246
causal_event_graph_credit,0.24000,3,576,0.03819,0.01567,0.07292,0.02125,0.06597,0.02029,0.00347,0.00481,0.07899,0.01882,0.00347,0.00481,0.01042,0.00830,0.15104,0.02927,0.16113,0.02820,0.01002,0.00184,0.04804,0.00822,-0.03613,0.01861,0.18750,0.03190
causal_event_graph_credit,0.24000,4,576,0.05903,0.01926,0.10243,0.02478,0.09201,0.02363,0.00521,0.00588,0.08056,0.01805,0.00521,0.00588,0.00868,0.00758,0.16840,0.03059,0.19283,0.03045,0.01225,0.00205,0.05723,0.00880,-0.02336,0.02068,0.22222,0.03398
causal_event_graph_credit,0.24000,5,576,0.05729,0.01900,0.09375,0.02382,0.07986,0.02216,0.00521,0.00588,0.08715,0.01986,0.00000,0.00000,0.01215,0.00896,0.15451,0.02954,0.17832,0.02892,0.01160,0.00199,0.05482,0.00870,-0.02177,0.01993,0.21181,0.03340
causal_event_graph_credit,0.24000,6,576,0.05382,0.01845,0.09375,0.02382,0.08854,0.02322,0.00868,0.00758,0.08993,0.02050,0.00174,0.00340,0.00868,0.00758,0.15625,0.02968,0.18052,0.02950,0.01114,0.00191,0.05390,0.00860,-0.02813,0.02033,0.21007,0.03330
causal_event_graph_credit,0.24000,7,576,0.05556,0.01872,0.10243,0.02478,0.09896,0.02441,0.00521,0.00588,0.10408,0.02174,0.00174,0.00340,0.00694,0.00679,0.16840,0.03059,0.19911,0.03065,0.01239,0.00200,0.05936,0.00891,-0.03296,0.02127,0.23090,0.03445
causal_event_graph_credit,0.24000,8,576,0.04688,0.01728,0.08160,0.02238,0.09028,0.02342,0.00694,0.00679,0.08299,0.01954,0.00174,0.00340,0.00694,0.00679,0.15451,0.02954,0.16617,0.02846,0.01032,0.00187,0.04958,0.00829,-0.02766,0.01879,0.19444,0.03235
causal_event_graph_credit,0.24000,9,576,0.05903,0.01926,0.10069,0.02460,0.09375,0.02382,0.00347,0.00481,0.09384,0.02005,0.00174,0.00340,0.00521,0.00588,0.18056,0.03144,0.20116,0.03084,0.01256,0.00203,0.05931,0.00885,-0.02364,0.02057,0.23264,0.03454
causal_event_graph_credit,0.30000,0,576,0.31250,0.03789,0.26215,0.03595,0.24132,0.03497,0.04167,0.01633,0.16762,0.02907,0.01910,0.01119,0.06250,0.01979,0.28299,0.03682,0.42099,0.02991,0.03198,0.00238,0.15289,0.01046,0.08414,0.03742,0.59201,0.04017
causal_event_graph_credit,0.30000,1,576,0.35069,0.03900,0.21875,0.03379,0.25868,0.03579,0.04861,0.01758,0.16701,0.02907,0.02083,0.01167,0.05729,0.01900,0.22917,0.03435,0.40826,0.02979,0.03091,0.00236,0.14952,0.01056,0.12291,0.03971,0.57639,0.04039
causal_event_graph_credit,0.30000,2,576,0.32986,0.03843,0.24479,0.03514,0.22396,0.03408,0.05208,0.01816,0.13177,0.02597,0.02083,0.01167,0.06250,0.01979,0.26910,0.03625,0.40219,0.03017,0.02987,0.00234,0.14580,0.01057,0.11321,0.03821,0.56424,0.04053
causal_event_graph_credit,0.30000,3,576,0.35764,0.03918,0.23090,0.03445,0.22222,0.03398,0.04861,0.01758,0.14080,0.02720,0.02431,0.01259,0.06771,0.02054,0.21007,0.03330,0.39950,0.02933,0.03006,0.00232,0.14682,0.01049,0.13213,0.03960,0.57118,0.04045
causal_event_graph_credit,0.30000,4,576,0.34722,0.03891,0.23438,0.03462,0.20660,0.03309,0.04167,0.01633,0.18030,0.03009,0.01215,0.00896,0.05382,0.01845,0.29861,0.03741,0.41135,0.02983,0.03094,0.00236,0.15018,0.01053,0.12835,0.03701,0.57986,0.04034
causal_event_graph_credit,0.30000,5,576,0.36979,0.03946,0.24132,0.03497,0.22917,0.03435,0.03472,0.01496,0.15417,0.02824,0.02951,0.01383,0.05556,0.01872,0.26042,0.03587,0.39900,0.02945,0.02998,0.00232,0.14666,0.01051,0.14725,0.03857,0.56944,0.04047
causal_event_graph_credit,0.30000,6,576,0.33160,0.03848,0.27951,0.03668,0.22396,0.03408,0.03646,0.01532,0.14488,0.02750,0.02083,0.01167,0.05729,0.01900,0.27951,0.03668,0.40454,0.02943,0.03079,0.00236,0.14909,0.01054,0.11955,0.03856,0.57639,0.04039
causal_event_graph_credit,0.30000,7,576,0.30729,0.03771,0.23090,0.03445,0.23264,0.03454,0.03472,0.01496,0.16927,0.02933,0.03299,0.01460,0.06597,0.02029,0.25521,0.03564,0.40495,0.02989,0.03092,0.00241,0.14745,0.01054,0.06708,0.03867,0.57118,0.04045
causal_event_graph_credit,0.30000,8,576,0.31944,0.03811,0.25521,0.03564,0.25521,0.03564,0.04167,0.01633,0.16458,0.02906,0.01910,0.01119,0.05208,0.01816,0.25694,0.03572,0.40639,0.02975,0.03048,0.00234,0.14829,0.01051,0.10152,0.03784,0.57465,0.04041
causal_event_graph_credit,0.30000,9,576,0.31597,0.03800,0.25347,0.03556,0.24479,0.03514,0.03993,0.01600,0.18377,0.03034,0.00868,0.00758,0.08507,0.02280,0.25694,0.03572,0.41596,0.03006,0.03121,0.00235,0.15079,0.01051,0.08011,0.03723,0.58333,0.04030
causal_event_graph_credit,0.36000,0,576,0.60764,0.03991,0.39583,0.03997,0.35417,0.03909,0.08333,0.02259,0.26233,0.03574,0.05382,0.01845,0.11458,0.02603,0.34201,0.03878,0.64119,0.01676,0.05677,0.00191,0.24629,0.00606,0.20716,0.04965,0.92361,0.02171
causal_event_graph_credit,0.36000,1,576,0.60243,0.04000,0.38542,0.03978,0.39410,0.03994,0.10243,0.02478,0.27569,0.03624,0.05382,0.01845,0.11632,0.02621,0.32639,0.03833,0.63474,0.01713,0.05628,0.00193,0.24398,0.00629,0.18726,0.04776,0.91667,0.02259
causal_event_graph_credit,0.36000,2,576,0.59549,0.04012,0.38368,0.03975,0.35243,0.03905,0.07986,0.02216,0.22587,0.03395,0.03299,0.01460,0.11458,0.02603,0.32465,0.03827,0.62387,0.01815,0.05458,0.00198,0.23956,0.00671,0.23816,0.04808,0.90104,0.02441
causal_event_graph_credit,0.36000,3,576,0.59201,0.04017,0.39757,0.04000,0.34201,0.03878,0.06944,0.02078,0.24141,0.03487,0.04514,0.01697,0.11632,0.02621,0.32986,0.03843,0.62150,0.01786,0.05480,0.00198,0.24035,0.00669,0.21906,0.05037,0.90278,0.02422
causal_event_graph_credit,0.36000,4,576,0.62153,0.03964,0.41493,0.04027,0.36806,0.03942,0.09201,0.02363,0.26632,0.03598,0.02951,0.01383,0.10590,0.02515,0.35590,0.03913,0.62452,0.01764,0.05498,0.00197,0.24025,0.00657,0.25037,0.04489,0.90625,0.02382
causal_event_graph_credit,0.36000,5,576,0.61458,0.03978,0.36285,0.03930,0.37326,0.03953,0.10938,0.02551,0.25304,0.03535,0.06076,0.01953,0.09375,0.02382,0.32292,0.03822,0.63185,0.01702,0.05611,0.00194,0.24458,0.00638,0.21245,0.04992,0.91493,0.02280
causal_event_graph_credit,0.36000,6,576,0.57812,0.04037,0.35764,0.03918,0.34028,0.03873,0.09375,0.02382,0.24905,0.03509,0.03646,0.01532,0.12153,0.02671,0.35069,0.03900,0.62376,0.01808,0.05477,0.00198,0.23906,0.00665,0.19625,0.04637,0.90278,0.02422
causal_event_graph_credit,0.36000,7,576,0.60764,0.03991,0.33854,0.03868,0.37153,0.03950,0.09896,0.02441,0.25547,0.03531,0.04861,0.01758,0.11979,0.02654,0.34201,0.03878,0.62740,0.01743,0.05562,0.00196,0.24224,0.00649,0.20753,0.04938,0.90972,0.02342
causal_event_graph_credit,0.36000,8,576,0.59375,0.04014,0.38889,0.03985,0.33854,0.03868,0.07292,0.02125,0.23151,0.03444,0.03299,0.01460,0.11458,0.02603,0.32986,0.03843,0.61123,0.01816,0.05403,0.00203,0.23849,0.00700,0.23958,0.04878,0.89236,0.02533
causal_event_graph_credit,0.36000,9,576,0.61979,0.03968,0.36111,0.03926,0.39062,0.03988,0.09201,0.02363,0.23177,0.03411,0.02778,0.01343,0.09722,0.02422,0.34201,0.03878,0.63720,0.01716,0.05621,0.00193,0.24454,0.00622,0.26814,0.04716,0.91840,0.02238
counterfactual_prefix_search,0.18000,0,576,0.00347,0.00481,0.09375,0.02382,0.06597,0.02029,0.00000,0.00000,0.09549,0.01913,0.00000,0.00000,0.00000,0.00000,0.18924,0.03202,0.18517,0.03150,0.01086,0.00196,0.04743,0.00807,-0.07034,0.01406,0.18924,0.03202
counterfactual_prefix_search,0.18000,1,576,0.00000,0.00000,0.09201,0.02363,0.08160,0.02238,0.00000,0.00000,0.09271,0.01983,0.00000,0.00000,0.00000,0.00000,0.16493,0.03033,0.16275,0.03003,0.00944,0.00185,0.04099,0.00756,-0.06854,0.01331,0.16493,0.03033
counterfactual_prefix_search,0.18000,2,576,0.00000,0.00000,0.08160,0.02238,0.06771,0.02054,0.00000,0.00000,0.08507,0.01758,0.00000,0.00000,0.00000,0.00000,0.17535,0.03108,0.17339,0.03084,0.01011,0.00189,0.04357,0.00776,-0.06726,0.01253,0.17535,0.03108
counterfactual_prefix_search,0.18000,3,576,0.00347,0.00481,0.08160,0.02238,0.06771,0.02054,0.00000,0.00000,0.08602,0.01824,0.00174,0.00340,0.00000,0.00000,0.16840,0.03059,0.16742,0.03021,0.00918,0.00175,0.04245,0.00764,-0.06501,0.01366,0.17188,0.03084
counterfactual_prefix_search,0.18000,4,576,0.00000,0.00000,0.05903,0.01926,0.05903,0.01926,0.00000,0.00000,0.08550,0.01942,0.00000,0.00000,0.00000,0.00000,0.14757,0.02899,0.14715,0.02902,0.00801,0.00167,0.03658,0.00722,-0.06260,0.01298,0.14757,0.02899
counterfactual_prefix_search,0.18000,5,576,0.00000,0.00000,0.06771,0.02054,0.07639,0.02171,0.00000,0.00000,0.08620,0.01783,0.00000,0.00000,0.00000,0.00000,0.17535,0.03108,0.17407,0.03081,0.01042,0.00194,0.04452,0.00788,-0.06790,0.01261,0.17708,0.03120
counterfactual_prefix_search,0.18000,6,576,0.00000,0.00000,0.06424,0.02004,0.05903,0.01926,0.00000,0.00000,0.08116,0.01808,0.00000,0.00000,0.00000,0.00000,0.15451,0.02954,0.15602,0.02981,0.00924,0.00189,0.03853,0.00736,-0.06245,0.01252,0.15625,0.02968
counterfactual_prefix_search,0.18000,7,576,0.00000,0.00000,0.09201,0.02363,0.06597,0.02029,0.00000,0.00000,0.09809,0.02016,0.00000,0.00000,0.00000,0.00000,0.17708,0.03120,0.17453,0.03071,0.01014,0.00189,0.04404,0.00775,-0.07297,0.01357,0.17882,0.03132
counterfactual_prefix_search,0.18000,8,576,0.00347,0.00481,0.07986,0.02216,0.05382,0.01845,0.00000,0.00000,0.08030,0.01719,0.00000,0.00000,0.00000,0.00000,0.16493,0.03033,0.16654,0.03041,0.00993,0.00192,0.04200,0.00767,-0.06056,0.01310,0.16840,0.03059
counterfactual_prefix_search,0.18000,9,576,0.00000,0.00000,0.07812,0.02194,0.06076,0.01953,0.00000,0.00000,0.08872,0.01913,0.00000,0.00000,0.00000,0.00000,0.16319,0.03021,0.16477,0.03027,0.00973,0.00187,0.04152,0.00762,-0.06724,0.01308,0.16667,0.03046
counterfactual_prefix_search,0.24000,0,576,0.18229,0.03156,0.17361,0.03096,0.17708,0.03120,0.02604,0.01302,0.14036,0.02591,0.01042,0.00830,0.02257,0.01214,0.23785,0.03480,0.29842,0.03212,0.01831,0.00210,0.09404,0.00969,0.02956,0.02971,0.38889,0.03985
counterfactual_prefix_search,0.24000,1,576,0.15972,0.02994,0.20312,0.03289,0.17361,0.03096,0.01736,0.01068,0.12726,0.02427,0.00521,0.00588,0.02604,0.01302,0.23785,0.03480,0.28797,0.03205,0.01749,0.00206,0.08968,0.00959,0.02228,0.02876,0.37153,0.03950
counterfactual_prefix_search,0.24000,2,576,0.15451,0.02954,0.16667,0.03046,0.14236,0.02856,0.01562,0.01014,0.12422,0.02423,0.00694,0.00679,0.03125,0.01422,0.21007,0.03330,0.27980,0.03143,0.01744,0.00208,0.08814,0.00953,0.01544,0.02801,0.36632,0.03938
counterfactual_prefix_search,0.24000,3,576,0.17708,0.03120,0.16146,0.03008,0.17188,0.03084,0.01389,0.00957,0.13351,0.02511,0.00694,0.00679,0.01389,0.00957,0.21528,0.03360,0.28836,0.03156,0.01723,0.00200,0.09113,0.00960,0.04414,0.03025,0.37847,0.03964
counterfactual_prefix_search,0.24000,4,576,0.15799,0.02981,0.18924,0.03202,0.16146,0.03008,0.01910,0.01119,0.12214,0.02357,0.01215,0.00896,0.02778,0.01343,0.22743,0.03426,0.29153,0.03198,0.01767,0.00207,0.09181,0.00968,0.01244,0.03054,0.37847,0.03964
counterfactual_prefix_search,0.24000,5,576,0.15799,0.02981,0.17882,0.03132,0.18403,0.03167,0.01215,0.00896,0.13377,0.02466,0.01389,0.00957,0.02604,0.01302,0.24653,0.03523,0.30159,0.03221,0.01796,0.00204,0.09335,0.00960,0.00822,0.03047,0.39062,0.03988
counterfactual_prefix_search,0.24000,6,576,0.15451,0.02954,0.17708,0.03120,0.15278,0.02941,0.01389,0.00957,0.12682,0.02395,0.00347,0.00481,0.02604,0.01302,0.23785,0.03480,0.30220,0.03273,0.01820,0.00210,0.09202,0.00955,0.01826,0.03005,0.38542,0.03978
counterfactual_prefix_search,0.24000,7,576,0.19965,0.03267,0.16146,0.03008,0.16667,0.03046,0.01042,0.00830,0.12240,0.02420,0.01910,0.01119,0.01389,0.00957,0.21701,0.03369,0.28457,0.03140,0.01701,0.00198,0.08999,0.00956,0.06036,0.03166,0.37500,0.03957
counterfactual_prefix_search,0.24000,8,576,0.17361,0.03096,0.20833,0.03320,0.16493,0.03033,0.01042,0.00830,0.11840,0.02367,0.01042,0.00830,0.02604,0.01302,0.23958,0.03489,0.29613,0.03184,0.01819,0.00209,0.09248,0.00957,0.03586,0.03072,0.38715,0.03981
counterfactual_prefix_search,0.24000,9,576,0.16493,0.03033,0.17535,0.03108,0.15972,0.02994,0.01562,0.01014,0.13993,0.02562,0.01562,0.01014,0.02951,0.01383,0.23264,0.03454,0.29959,0.03201,0.01767,0.00199,0.09355,0.00961,0.00719,0.02969,0.39062,0.03988
counterfactual_prefix_search,0.30000,0,576,0.49826,0.04087,0.34896,0.03896,0.34201,0.03878,0.05208,0.01816,0.20243,0.03219,0.03646,0.01532,0.08160,0.02238,0.28646,0.03695,0.53200,0.02426,0.04032,0.00210,0.19282,0.00852,0.19595,0.04472,0.77951,0.03389
counterfactual_prefix_search,0.30000,1,576,0.50347,0.04087,0.37153,0.03950,0.35243,0.03905,0.06250,0.01979,0.22517,0.03328,0.02083,0.01167,0.08854,0.02322,0.33681,0.03863,0.53007,0.02486,0.03966,0.00208,0.19095,0.00859,0.19997,0.04466,0.77257,0.03426
counterfactual_prefix_search,0.30000,2,576,0.45139,0.04068,0.34028,0.03873,0.30556,0.03765,0.06076,0.01953,0.22335,0.03330,0.03819,0.01567,0.09375,0.02382,0.33160,0.03848,0.53008,0.02523,0.03967,0.00210,0.19001,0.00864,0.12722,0.04358,0.76910,0.03445
counterfactual_prefix_search,0.30000,3,576,0.48438,0.04085,0.39583,0.03997,0.32986,0.03843,0.06076,0.01953,0.22413,0.03306,0.02431,0.01259,0.07292,0.02125,0.33507,0.03858,0.55332,0.02413,0.04202,0.00208,0.19755,0.00822,0.18363,0.04448,0.80035,0.03267
counterfactual_prefix_search,0.30000,4,576,0.50000,0.04087,0.36458,0.03934,0.31076,0.03783,0.04514,0.01697,0.22951,0.03391,0.03819,0.01567,0.06944,0.02078,0.33333,0.03853,0.52943,0.02480,0.04001,0.00211,0.19136,0.00862,0.19582,0.04418,0.77257,0.03426
counterfactual_prefix_search,0.30000,5,576,0.47743,0.04083,0.37847,0.03964,0.33681,0.03863,0.04167,0.01633,0.21502,0.03234,0.03472,0.01496,0.09201,0.02363,0.35764,0.03918,0.55063,0.02463,0.04154,0.00210,0.19516,0.00828,0.16697,0.04662,0.79340,0.03309
counterfactual_prefix_search,0.30000,6,576,0.51562,0.04085,0.38542,0.03978,0.31597,0.03800,0.04340,0.01666,0.21007,0.03249,0.02083,0.01167,0.05208,0.01816,0.29861,0.03741,0.52506,0.02497,0.03935,0.00210,0.18934,0.00868,0.25118,0.04170,0.76562,0.03462
counterfactual_prefix_search,0.30000,7,576,0.46007,0.04074,0.33160,0.03848,0.32986,0.03843,0.03819,0.01567,0.18637,0.03095,0.03125,0.01422,0.08333,0.02259,0.31424,0.03794,0.52878,0.02488,0.03972,0.00210,0.18990,0.00860,0.17653,0.04555,0.77083,0.03435
counterfactual_prefix_search,0.30000,8,576,0.46528,0.04077,0.36806,0.03942,0.33854,0.03868,0.04688,0.01728,0.18359,0.03058,0.03299,0.01460,0.07986,0.02216,0.30035,0.03747,0.53481,0.02488,0.04020,0.00213,0.19137,0.00853,0.17789,0.04534,0.77604,0.03408
counterfactual_prefix_search,0.30000,9,576,0.50174,0.04087,0.37674,0.03961,0.34375,0.03882,0.05035,0.01787,0.17300,0.03010,0.02083,0.01167,0.06944,0.02078,0.33681,0.03863,0.52310,0.02479,0.03958,0.00211,0.19007,0.00873,0.23906,0.04364,0.76562,0.03462
counterfactual_prefix_search,0.36000,0,576,0.62326,0.03961,0.44444,0.04062,0.45660,0.04071,0.08854,0.02322,0.23681,0.03460,0.05556,0.01872,0.09722,0.02422,0.38021,0.03968,0.65513,0.01299,0.05418,0.00170,0.23946,0.00444,0.23447,0.05062,0.95833,0.01633
counterfactual_prefix_search,0.36000,1,576,0.67361,0.03833,0.44618,0.04063,0.41840,0.04032,0.07292,0.02125,0.22639,0.03405,0.04688,0.01728,0.10069,0.02460,0.35069,0.03900,0.65274,0.01298,0.05399,0.00169,0.23905,0.00452,0.30451,0.04745,0.95660,0.01666
counterfactual_prefix_search,0.36000,2,576,0.64062,0.03922,0.45660,0.04071,0.39931,0.04003,0.07292,0.02125,0.23793,0.03469,0.04688,0.01728,0.10764,0.02533,0.37847,0.03964,0.65492,0.01309,0.05424,0.00169,0.23940,0.00442,0.26198,0.05055,0.95833,0.01633
counterfactual_prefix_search,0.36000,3,576,0.66667,0.03853,0.44097,0.04058,0.39583,0.03997,0.07465,0.02148,0.25061,0.03538,0.04167,0.01633,0.08854,0.02322,0.35938,0.03922,0.65183,0.01295,0.05393,0.00170,0.23925,0.00450,0.29998,0.04799,0.95660,0.01666
counterfactual_prefix_search,0.36000,4,576,0.63889,0.03926,0.39757,0.04000,0.39757,0.04000,0.08854,0.02322,0.23620,0.03460,0.05208,0.01816,0.09549,0.02402,0.38368,0.03975,0.65296,0.01284,0.05408,0.00169,0.23941,0.00441,0.25560,0.04990,0.95833,0.01633
counterfactual_prefix_search,0.36000,5,576,0.64236,0.03918,0.40972,0.04020,0.40278,0.04009,0.06076,0.01953,0.25894,0.03547,0.04861,0.01758,0.12326,0.02687,0.38889,0.03985,0.66464,0.01254,0.05493,0.00165,0.24212,0.00407,0.24737,0.04900,0.96701,0.01460
counterfactual_prefix_search,0.36000,6,576,0.62674,0.03953,0.46528,0.04077,0.41667,0.04030,0.07639,0.02171,0.25990,0.03577,0.03646,0.01532,0.10069,0.02460,0.33333,0.03853,0.65371,0.01284,0.05420,0.00168,0.23852,0.00439,0.25316,0.04777,0.95833,0.01633
counterfactual_prefix_search,0.36000,7,576,0.65799,0.03878,0.44097,0.04058,0.37847,0.03964,0.07465,0.02148,0.24375,0.03494,0.03299,0.01460,0.11111,0.02569,0.34549,0.03887,0.65751,0.01300,0.05425,0.00168,0.23994,0.00434,0.28874,0.04787,0.96007,0.01600
counterfactual_prefix_search,0.36000,8,576,0.62847,0.03950,0.44097,0.04058,0.40625,0.04014,0.05903,0.01926,0.24826,0.03531,0.03993,0.01600,0.09549,0.02402,0.34028,0.03873,0.64740,0.01305,0.05368,0.00170,0.23919,0.00467,0.26866,0.04919,0.95312,0.01728
counterfactual_prefix_search,0.36000,9,576,0.68576,0.03794,0.45139,0.04068,0.38194,0.03971,0.08854,0.02322,0.23967,0.03478,0.04167,0.01633,0.10417,0.02497,0.41146,0.04022,0.65116,0.01317,0.05384,0.00171,0.23912,0.00457,0.30746,0.04664,0.95486,0.01697
diffusion_policy_credit_probe,0.18000,0,576,0.00000,0.00000,0.07118,0.02102,0.04688,0.01728,0.00000,0.00000,0.06571,0.01660,0.00000,0.00000,0.00000,0.00000,0.12326,0.02687,0.12910,0.02824,0.01074,0.00240,0.03656,0.00799,-0.05109,0.01169,0.12326,0.02687
diffusion_policy_credit_probe,0.18000,1,576,0.00000,0.00000,0.04167,0.01633,0.02778,0.01343,0.00000,0.00000,0.05226,0.01447,0.00000,0.00000,0.00000,0.00000,0.10417,0.02497,0.10739,0.02581,0.00903,0.00222,0.03065,0.00738,-0.04152,0.01041,0.10417,0.02497
diffusion_policy_credit_probe,0.18000,2,576,0.00000,0.00000,0.04340,0.01666,0.03646,0.01532,0.00000,0.00000,0.06372,0.01696,0.00000,0.00000,0.00000,0.00000,0.11111,0.02569,0.11548,0.02678,0.00937,0.00223,0.03272,0.00758,-0.04776,0.01161,0.11111,0.02569
diffusion_policy_credit_probe,0.18000,3,576,0.00000,0.00000,0.05382,0.01845,0.03472,0.01496,0.00000,0.00000,0.05599,0.01442,0.00000,0.00000,0.00000,0.00000,0.11806,0.02637,0.12077,0.02705,0.01002,0.00230,0.03481,0.00780,-0.04553,0.01061,0.11806,0.02637
diffusion_policy_credit_probe,0.18000,4,576,0.00000,0.00000,0.03993,0.01600,0.02778,0.01343,0.00000,0.00000,0.03811,0.01214,0.00000,0.00000,0.00000,0.00000,0.07986,0.02216,0.08304,0.02312,0.00702,0.00199,0.02348,0.00653,-0.03113,0.00902,0.07986,0.02216
diffusion_policy_credit_probe,0.18000,5,576,0.00000,0.00000,0.03646,0.01532,0.03646,0.01532,0.00000,0.00000,0.04540,0.01460,0.00000,0.00000,0.00000,0.00000,0.07812,0.02194,0.08123,0.02287,0.00675,0.00195,0.02329,0.00656,-0.03385,0.00995,0.07812,0.02194
diffusion_policy_credit_probe,0.18000,6,576,0.00000,0.00000,0.03819,0.01567,0.03993,0.01600,0.00000,0.00000,0.04991,0.01407,0.00000,0.00000,0.00000,0.00000,0.10069,0.02460,0.10380,0.02542,0.00868,0.00217,0.02952,0.00724,-0.03988,0.01020,0.10069,0.02460
diffusion_policy_credit_probe,0.18000,7,576,0.00000,0.00000,0.04167,0.01633,0.03472,0.01496,0.00000,0.00000,0.05460,0.01486,0.00000,0.00000,0.00000,0.00000,0.10764,0.02533,0.11047,0.02607,0.00934,0.00225,0.03171,0.00749,-0.04308,0.01061,0.10764,0.02533
diffusion_policy_credit_probe,0.18000,8,576,0.00000,0.00000,0.04688,0.01728,0.03993,0.01600,0.00000,0.00000,0.06476,0.01745,0.00000,0.00000,0.00000,0.00000,0.10764,0.02533,0.11026,0.02602,0.00882,0.00212,0.03099,0.00733,-0.04727,0.01168,0.10764,0.02533
